len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,answer_question_overlap,question_uinterest_overlap,uinterest_answer_overlap
0.0611672278339,0.0,0.241666666667,0.10447761194,0.10447761194,0.477822580645,1.0,0.365079365079,0.0,0.00468518181108,0.00263582793978,0.000520574304879,0.0334894613583,0.0,0.0769230769231,0.0
0.0650953984287,0.0616223585549,0.733333333333,0.253731343284,0.134328358209,0.292338709677,1.0,0.187830687831,0.0223880597015,0.0520836044665,0.0388129114169,0.0153442395817,0.17868852459,0.0,0.0,0.2
0.117283950617,0.160327198364,0.720833333333,0.746268656716,0.137313432836,0.203629032258,0.978947368421,0.359788359788,0.179104477612,0.235430386007,0.167837379076,0.248146815129,0.120843091335,0.0,0.0,0.2
0.208754208754,0.0329925017042,0.191666666667,0.417910447761,0.164179104478,0.0604838709677,1.0,0.243386243386,0.0,0.017178999974,0.0089010943516,0.00174176506571,0.040281030445,0.25,0.0769230769231,0.0
0.226150392817,0.0192229038855,0.520833333333,0.34328358209,0.125373134328,0.631048387097,1.0,0.253968253968,0.158582089552,0.130976860408,0.129535073072,0.136446416004,0.273536299766,0.25,0.153846153846,0.2
0.111111111111,0.06857532379,0.2,0.164179104478,0.10447761194,0.181451612903,1.0,0.0952380952381,0.00559701492537,0.0291001848044,0.0514745456302,0.0049083748514,0.0145199063232,0.0,0.0769230769231,0.0
0.0662177328844,0.0,0.520833333333,0.55223880597,0.253731343284,0.471774193548,1.0,0.415343915344,0.0111940298507,0.03662250449,0.0164428742945,0.0124436032913,0.138407494145,0.0,0.0769230769231,0.0
0.109988776655,0.0369461486026,0.716666666667,0.432835820896,0.0746268656716,0.181451612903,0.978947368421,0.222222222222,0.14552238806,0.138082719488,0.235789299367,0.0451003370657,0.41662763466,0.5,0.0769230769231,0.2
0.0791245791246,0.0,0.5375,0.746268656716,0.0537313432836,0.334677419355,1.0,0.47619047619,0.143656716418,0.11949816497,0.0968839269696,0.040259798001,0.121779859485,0.25,0.0769230769231,0.2
0.216049382716,0.0632583503749,0.5375,0.701492537313,0.24776119403,0.280241935484,1.0,0.291005291005,0.080223880597,0.146385902809,0.120219974332,0.063278551821,0.438407494145,0.0,0.0769230769231,0.0
0.0510662177329,0.0,0.504166666667,0.34328358209,0.313432835821,0.0,0.947368421053,0.375661375661,0.0167910447761,0.016372107551,0.00889419427846,0.00337163200055,0.0341920374707,0.0,0.0,0.0
0.0387205387205,0.11506475801,0.520833333333,0.0597014925373,0.0835820895522,0.167338709677,1.0,0.116402116402,0.00746268656716,0.0122595590723,0.00712087548128,0.001713242197,0.144028103044,0.0,0.0,0.2
0.161054994388,0.105112474438,0.5375,0.626865671642,0.155223880597,0.114919354839,1.0,0.169312169312,0.287313432836,0.285848148052,0.256813822227,0.181068730013,0.196955503513,0.0,0.0,0.2
0.0359147025814,0.252488070893,0.525,0.582089552239,0.134328358209,0.0120967741935,0.978947368421,0.169312169312,0.0111940298507,0.0193393893646,0.0152215613486,0.00250801268765,0.00679156908665,0.0,0.0,0.0
0.223344556678,0.0,0.716666666667,0.208955223881,0.161194029851,0.564516129032,1.0,0.304232804233,0.00373134328358,0.00413857726646,0.00218732318563,0.000495338632891,0.0423887587822,0.25,0.230769230769,0.2
0.159932659933,0.14287661895,0.520833333333,0.65671641791,0.24776119403,0.0302419354839,1.0,0.306878306878,0.00186567164179,0.0305838257112,0.00314643335219,0.00105115116031,0.044262295082,0.0,0.0,0.0
0.0353535353535,0.00858895705521,0.454166666667,0.179104477612,0.113432835821,0.258064516129,1.0,0.439153439153,0.0429104477612,0.0354251802494,0.0235499496295,0.0072623140541,0.0784543325527,0.0,0.0,0.2
0.203142536476,0.0,0.508333333333,0.0746268656716,0.161194029851,0.116935483871,0.778947368421,0.0,0.0,0.00481532575028,0.00348453693609,0.000206689306612,0.0496487119438,0.75,0.153846153846,0.2
0.121212121212,0.00395364689843,0.483333333333,0.134328358209,0.179104477612,0.211693548387,1.0,0.187830687831,0.00373134328358,0.0189229287592,0.00904599588756,0.00316066125648,0.00468384074941,0.25,0.0769230769231,0.2
