,len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,answer_question_overlap,question_uinterest_overlap,uinterest_answer_overlap,flag
0,0.186485398199,0.0042799125318,0.0,-0.052364864865,-0.100313148728,-0.11935483871,0.0,0.0,0.026119402985,0.0423488378146,0.0157459669073,0.00240813802198,0.0899664081901,0.27380952381,0.028846153846,-0.333333333333,1
1,0.112751873165,-0.282833095125,0.0,0.118243243243,-0.296611660392,0.09502688172,0.0,0.0,-0.902985074627,-0.982586740936,-0.989291086486,-0.996493621684,-0.363540742168,0.130952380953,0.153846153846,-0.0757575757579,1
2,0.164211771164,-0.104462801103,0.0,0.165962837838,-0.059521715164,0.640456989248,0.0,0.0,0.0149253731343,0.0161118196725,0.011909526241,0.00311017758326,0.140334518168,-0.119047619047,-0.096153846154,-0.242424242424,1
3,0.210626245233,-0.007785650423,0.0,0.074746621622,-0.145549652253,-0.471236559139,0.0,0.0,-0.0186567164179,-0.0225669590568,-0.065481694106,-0.00883155041334,0.0342332513103,0.0714285714286,0.153846153846,0.0,1
4,0.139473373423,-0.0464643627323,0.0,0.032939189189,0.186305900567,-0.0067876344086,-0.015706806283,0.0,0.186567164179,0.134881178583,0.174564950389,0.173686975815,0.580333858864,0.416666666667,0.0,-0.166666666667,1
5,0.172734275146,-0.0732094648245,0.0,0.158361486486,-0.011458663195,-0.108198924732,0.0,0.0,-0.0018656716418,-0.0192873317889,0.0003036032182,-0.0017100261102,0.0615308173251,0.333333333333,0.105769230769,-0.151515151515,1
6,0.180033261305,-0.0711449896776,0.0,0.066300675676,-0.000797532342,-0.520161290323,0.837696335079,0.0,0.0373134328358,0.0202243681512,0.00598236341305,0.00355192553303,0.0238654840542,0.0,-0.25,-0.5,1
7,0.113537657383,-0.0412655145343,0.0,-0.197212837838,0.016079659407,-0.202150537635,0.020942408377,0.0,-0.035447761194,-0.0451078893256,-0.0710017526186,-0.0126438505,-0.0753385084794,0.202380952381,-0.0480769230769,-0.484848484849,1
8,0.183023030189,0.00030079183441,0.0,-0.407939189189,-0.186575654152,0.059610215054,-0.068062827225,0.0,-0.00932835820896,-0.00835524089643,-0.010881415343,-0.00170781080008,-0.0577759815546,0.178571428571,-0.0480769230769,-0.0757575757579,1
9,0.0764588802483,-0.123809257504,0.0,0.153716216216,0.094671780256,-0.229569892473,0.0,0.0,-0.951492537313,-0.388193341836,-0.105502118323,-0.594193971091,-0.175012218538,0.190476190476,-0.096153846154,0.181818181818,1
10,0.085353215952,-0.0718403843804,0.0,-0.013513513514,0.145537923835,0.086491935484,-0.005235602094,0.0,-0.360074626865,-0.257971316276,-0.160475001035,-0.224950075137,0.263642883402,0.130952380953,-0.25,-0.0757575757579,1
11,0.002742888744,-0.0271820751928,0.0,-0.163429054054,0.0607531989257,0.585215053764,0.005235602094,0.0,0.0261194029851,0.0111403211952,0.0379435022011,0.0153677726883,0.316753347908,0.035714285714,-0.144230769231,-0.060606060606,1
12,0.216852663141,-0.0003931162767,0.0,-0.472550675676,0.132050244537,0.11317204301,0.0,0.0,-0.0970149253733,-0.0799344074546,-0.0760802064503,-0.0404449385171,-0.002537665442,0.488095238096,0.105769230769,0.015151515151,1
13,0.0140643081453,-0.0177150325835,0.0,0.25464527027,-0.035279077677,0.120967741935,0.0,0.0,-0.0167910447761,-0.761706447331,0.0032499344493,-0.00124435816689,0.187403786509,-0.190476190476,0.153846153846,0.015151515151,1
14,0.157589941962,0.0287667161961,0.0,-0.033783783784,0.132144071872,-0.172177419355,1.0,0.0,0.00373134328358,0.017335172701,0.0274208906614,0.00250557301847,0.145283797171,-0.0119047619047,0.0769230769231,0.015151515151,1
15,0.225122039403,-0.0400602329325,0.0,-0.493665540541,-0.00783458241,0.187096774194,0.0,0.0,0.00186567164179,0.00720997423154,0.00196652084512,0.000409274515241,0.0915636946474,0.27380952381,0.028846153846,-0.242424242424,1
16,0.165308120522,-0.101076915562,0.0,0.169763513514,-0.055991461712,-0.015053763441,-0.005235602094,0.0,0.0690298507463,0.039693901455,0.0803444516512,0.0293897486849,0.718351665435,-0.392857142857,-0.173076923077,-0.0757575757579,1
17,-0.0149434029797,-0.00817622297557,0.0,-0.040118243243,0.01949262869,0.021505376344,0.780104712042,0.0,0.0410447761194,0.0570030453682,0.0511847425582,0.0110645004018,0.443347267053,-0.0119047619047,-0.173076923077,-0.242424242424,1
18,0.099441103669,0.00805349182764,0.0,0.032094594595,0.0509130572464,-0.217943548387,-0.020942408377,0.0,0.117537313433,0.0931310028894,0.178277189739,0.0333910301012,0.721654573262,0.130952380953,0.0769230769231,-0.242424242424,1
19,0.0733943419505,0.0137890044577,0.0,0.543074324324,0.111408231002,0.283333333333,0.994764397906,0.0,0.080223880597,0.141830864937,0.117956750342,0.0626360718604,0.814063309267,-0.0119047619047,0.0,0.0909090909091,1
20,0.212388667133,0.0,0.0,-0.0405405405405,-0.0790378006873,-0.0100806451613,-0.109947643979,0.0,0.0,-0.00109320908925,-0.000524405558699,-0.000142338241966,-0.00280574352203,0.261904761904,0.0,0.0,1
21,-0.0140042507722,0.00439821693908,0.0,0.074746621622,0.015727806903,-0.0733198924727,0.0,0.0,0.0111940298507,0.010047112106,0.0100327063467,0.0039676223207,0.0230402653712,-0.0119047619047,0.0,-0.242424242424,1
22,0.180539718278,-0.115887473008,0.0,-0.099239864865,-0.048837127476,-0.679233870968,-0.732984293194,0.0,-0.0335820895522,-0.0296988469247,-0.0515021459227,-0.0180982398653,-0.0668109099061,0.0595238095237,0.105769230769,-0.409090909091,1
23,0.0660840698425,-0.241181113863,0.0,-0.274915540541,0.302698708701,0.667069892474,0.020942408377,0.0,0.90671641791,0.980660610635,0.984778438651,0.997493254651,0.995048687902,-0.0119047619047,0.0769230769231,0.0,1
24,0.0406697243528,-0.307958982331,0.0,0.134290540541,-0.029485239788,-0.552755376344,-0.30890052356,0.0,-0.115671641791,-0.0778000468519,-0.107903343776,-0.0321418723652,-0.141245635109,-0.0119047619047,-0.125,-0.0757575757579,1
25,0.0006249594411,0.0,0.0,-0.070945945946,-0.00444506996,0.126680107526,-0.214659685864,0.0,-0.00559701492537,0.00590853483956,-0.00031740336448,-0.00027211952408,0.0387067135043,-0.190476190476,-0.25,-0.242424242424,1
