len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,answer_question_overlap,question_uinterest_overlap,uinterest_answer_overlap,s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19,s2v_20,s2v_21,s2v_22,s2v_23,s2v_24,s2v_25,s2v_26,s2v_27,s2v_28,s2v_29,s2v_30,s2v_31,s2v_32,s2v_33,s2v_34,s2v_35,s2v_36,s2v_37,s2v_38,s2v_39,s2v_40,s2v_41,s2v_42,s2v_43,s2v_44,s2v_45,s2v_46,s2v_47,s2v_48,s2v_49
0.0263522884882,0.0104011887073,0.241666666667,0.21875,0.17747440273,0.552083333333,1.0,0.365079365079,0.0559701492537,0.0771493271558,0.082393773374,0.0413537106922,0.326880774307,0.0,0.0,0.2,0.412796,-0.315407,0.018968,0.012907,-0.282502,-0.065883,0.119419,0.640372,-0.092645,-0.670977,0.351393,0.449099,0.059144,0.683012,-0.398588,0.429239,0.237401,-0.272363,0.406548,-0.552695,-0.395324,0.098485,-0.445061,0.467321,-0.206438,-0.326473,-0.24039,0.259959,0.389449,0.528321,0.048386,0.323489,0.210102,-0.196965,-0.112092,0.652044,-0.601709,-0.64032,-1.121624,0.417275,-0.039855,0.24966,-0.466622,0.528736,0.13144,-0.790254,0.703561,-0.112318,-0.090085,-0.40645
0.43758668516,0.00199108469539,0.733333333333,0.515625,0.191126279863,0.70625,1.0,0.187830687831,0.0615671641791,0.237382545095,0.0708154506438,0.00484279768978,0.674439067312,0.0,0.0,0.0,-0.217925,0.101846,0.132621,0.07435,0.186616,0.480332,0.031803,-0.644488,0.424845,-0.069061,0.408358,-0.228479,0.917637,0.297365,-0.175,-0.075733,0.111578,-0.24878,0.105973,-0.198158,-0.06843,0.299644,0.148068,0.234544,0.144649,-0.114999,-0.45748,-0.04222,0.361623,-0.0484,0.37809,0.082229,0.503383,0.377739,-0.90534,-0.150693,-0.044355,-0.18226,-0.484425,0.0387,0.050456,-0.011783,-0.205469,0.180995,0.770192,0.018101,0.529934,0.077454,0.206537,0.174664
0.269764216366,0.0,0.720833333333,0.765625,0.0682593856655,0.339583333333,1.0,0.359788359788,0.143656716418,0.11949816497,0.0968839269696,0.0402584072654,0.229652441707,0.2,0.0,0.0,-0.022671,0.12619,0.411024,0.102092,0.450708,0.119245,-0.193072,0.886516,-0.419334,-0.601753,0.669138,0.002486,0.637054,-0.227022,0.025762,0.191343,-0.508079,0.499958,0.785921,-0.636703,-0.249724,-0.790492,0.327103,-0.127186,-0.329282,-0.033183,0.771351,0.149014,0.43576,0.199613,-1.108243,-0.075006,-0.353301,0.297159,0.500452,0.637073,0.091329,-0.381983,0.019075,0.064056,-0.789894,-0.692332,-0.225589,0.161284,0.015241,-0.576315,-0.007891,0.056303,0.095626,0.000593
0.226074895978,0.0192570579495,0.191666666667,0.875,0.143344709898,0.0,1.0,0.243386243386,0.0298507462687,0.0212655196647,0.0275657921974,0.00490849849145,0.0343158820941,0.0,0.0,0.0,-0.265043,-0.078106,-0.190185,-0.009734,-0.144807,0.139998,0.104774,-0.256239,0.130694,0.049781,0.200591,-0.242058,-0.028163,0.140675,0.417285,-0.051592,-0.24105,0.197139,0.189633,-0.301354,0.300556,0.201372,0.068667,-0.014647,0.070857,-0.211246,-0.692335,0.217913,0.263268,-0.215303,-0.293377,0.255436,-0.044048,0.220027,-0.323117,-0.008781,0.486523,0.197725,-0.191129,-0.176649,0.137079,-0.099152,-0.393455,0.310276,0.301537,0.344685,0.155874,0.049539,-0.024084,-0.155881
0.283633841886,0.0109063893016,0.520833333333,0.328125,0.0273037542662,0.408333333333,1.0,0.253968253968,0.0335820895522,0.0598141544548,0.0862026137477,0.0239269362579,0.167179938407,0.0,0.333333333333,0.0,0.539763,-0.333678,0.235619,-0.019031,0.00683,0.292876,0.378158,0.622986,-0.026992,-1.170657,0.294128,0.466784,0.396845,-0.347458,-0.029391,0.369638,0.248215,0.855675,0.28264,-0.770464,0.183166,-0.696168,0.012544,0.852488,-0.04604,-0.098302,0.306362,0.13169,0.210548,0.297034,0.012539,0.510244,-0.460702,0.860692,-0.187609,0.775993,0.24398,-0.609308,-0.328034,0.264929,0.068871,0.136289,0.339909,0.579615,-0.227804,0.224689,0.379034,0.37151,0.153498,0.023258
0.21705963939,0.00873699851412,0.2,0.21875,0.320819112628,0.0916666666667,1.0,0.0952380952381,0.00932835820896,0.0219422681486,0.0158770682969,0.00124939592974,0.0585129784426,0.0,0.0833333333333,0.0,-0.065805,-0.187129,-0.241149,0.099192,0.298779,0.248282,-0.467263,-0.214464,-0.179425,-0.215437,0.607474,-0.473391,0.157355,-0.359365,0.275661,0.257654,-0.412778,0.226194,-0.068026,0.268848,0.202118,0.418537,0.36305,-0.009015,-0.173279,0.099114,0.235148,0.288893,-0.160181,-0.554138,-0.078304,0.105343,-0.210269,-0.09851,0.260559,0.059011,-0.051252,0.063686,0.433904,-0.133974,-0.403601,0.149264,0.02165,0.14151,-0.033332,0.211414,0.215978,0.022397,-0.180004,-0.045991
0.208044382802,0.0104011887073,0.520833333333,0.140625,0.143344709898,0.658333333333,0.994764397906,0.415343915344,0.0373134328358,0.0567687862776,0.0532064639885,0.0161476734048,0.267487901452,0.2,0.0833333333333,0.0,0.315989,-0.030798,-0.330763,0.541797,1.0453,-0.010456,0.07264,0.848952,-0.318849,-0.211826,0.605164,-0.047122,0.505002,-0.453286,-0.553308,0.485425,0.144504,-0.578689,1.089049,0.146805,-0.580159,-0.306352,0.157467,-0.128734,-0.787,-0.570693,-0.632238,-0.632069,0.19738,0.247779,-0.11851,0.078268,-0.09833,-0.130761,-0.163727,0.550688,-0.126477,-0.454774,-0.789141,-0.353938,-0.769699,-0.096537,-0.490325,0.5907,-0.362352,-0.009022,-0.066535,0.462506,-0.158508,-0.26125
0.0339805825243,0.0,0.716666666667,0.46875,0.133105802048,0.572916666667,0.267015706806,0.222222222222,0.0,0.00291522423801,0.00311883305963,0.000495863724152,0.00131984161901,0.0,0.0,0.2,-0.365343,0.626258,0.159604,-0.219401,-0.337342,-0.033983,-0.001459,0.118086,-0.913423,0.271487,-0.121665,0.104423,-0.033379,-0.313167,0.014852,0.211926,0.694318,0.488072,-0.30457,-0.491693,-0.254883,0.241936,-0.414878,0.413265,0.364319,0.645263,0.034958,-0.013882,-0.297895,-0.168619,-0.878411,-0.130595,0.667267,0.116587,0.747879,0.167131,-0.448395,0.069041,0.043553,0.078426,0.035543,0.463716,-0.455438,-0.243507,-0.013085,-0.11325,-0.502473,0.488152,0.458681,0.252251
0.278085991678,0.0326894502229,0.5375,0.4375,0.21843003413,0.358333333333,0.994764397906,0.47619047619,0.10447761194,0.0920638225878,0.0785297324152,0.0160324597182,0.524857017158,0.0,0.166666666667,0.0,0.223631,-0.095309,-0.022595,0.170998,0.012949,-0.188694,0.833121,1.002357,0.439558,0.231735,0.297839,-0.32831,-0.470121,0.154083,-1.011279,0.329843,0.419213,-0.47972,0.470794,0.169785,-0.508509,-0.106392,-0.307255,0.351861,-0.709592,0.272876,-0.383433,-0.999656,0.523054,-0.253815,-0.160542,-0.193571,0.217359,-0.441704,-0.19456,0.175921,-0.451302,-0.385201,-0.417759,0.30857,-0.419975,0.004806,-0.545349,0.66315,-0.587317,-0.619232,0.478318,0.047224,0.245522,-0.374157
0.170596393897,0.0,0.5375,0.4375,0.0477815699659,0.40625,1.0,0.291005291005,0.0279850746269,0.0449517165986,0.0575121096284,0.0117077467835,0.165420149582,0.2,0.166666666667,0.0,0.036325,0.246181,0.372224,0.058858,-0.408976,-0.015875,-0.607792,0.588771,-0.363443,-0.225751,-0.593967,-0.369407,-0.64342,0.014485,0.187609,-0.339887,0.483871,0.667092,0.146397,-0.042893,-0.318866,0.601044,-0.360726,0.381496,-0.150841,-0.142965,0.955623,-0.656295,-0.402886,0.025889,-0.027147,0.278191,-0.569043,-0.351333,0.285378,0.138197,-0.893822,0.285463,0.493017,-0.397301,0.469122,-0.141431,-0.349361,0.04837,0.398638,-0.308299,-0.53083,0.174259,-0.380326,0.457871
