len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,answer_question_overlap,question_uinterest_overlap,uinterest_answer_overlap,s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19,s2v_20,s2v_21,s2v_22,s2v_23,s2v_24,s2v_25,s2v_26,s2v_27,s2v_28,s2v_29,s2v_30,s2v_31,s2v_32,s2v_33,s2v_34,s2v_35,s2v_36,s2v_37,s2v_38,s2v_39,s2v_40,s2v_41,s2v_42,s2v_43,s2v_44,s2v_45,s2v_46,s2v_47,s2v_48,s2v_49
0.22746185853,0.034294205052,0.241666666667,0.3125,0.0955631399317,0.2375,1.0,0.365079365079,0.0317164179104,0.0617402847549,0.0385783089301,0.00661706891716,0.0972283326001,0.538461538462,0.0833333333333,0.0,0.035255,-0.028889,-0.473222,-0.163752,-0.001767,-0.403043,0.17233,0.055132,-0.406723,0.243711,-0.05304,0.679754,0.196958,-0.036031,0.193229,-0.027498,-0.146904,-0.207685,0.169748,-0.565271,0.301006,1.008514,-0.115224,-0.631168,0.0229,0.242364,-0.404125,0.236703,0.477682,-0.663203,-0.026252,-0.503038,-0.388603,-0.151902,-0.038958,-0.324179,-0.617632,0.494771,-0.450805,0.091527,0.348794,0.35095,0.241543,-0.315187,0.331948,-0.280185,-0.432811,0.575622,0.183368,-0.533786
0.152565880721,0.0,0.733333333333,0.375,0.156996587031,0.758333333333,1.0,0.187830687831,0.0149253731343,0.0174132590645,0.0107089135145,0.00350637831641,0.0114386273647,0.153846153846,0.0833333333333,0.1,-0.468205,0.024582,-0.802819,0.218315,0.640206,-0.568205,-0.099867,-0.152687,0.751939,-0.291882,0.339386,-0.761586,-0.192363,0.014945,-0.098711,-0.198722,-0.310134,0.831614,0.175912,-0.45168,0.675639,0.041985,0.298343,0.300534,-0.840071,-0.057085,0.194914,-0.066328,0.344069,-0.264519,0.430709,0.835222,-0.287324,-0.191784,-0.470063,0.176816,-0.298664,-0.279386,0.038447,0.005581,-0.812755,0.484053,0.10715,-0.130856,-0.024511,0.047787,0.392328,-0.214928,0.102568,-0.885893
0.280166435506,0.014323922734,0.720833333333,0.328125,0.160409556314,0.729166666667,1.0,0.359788359788,0.0167910447761,0.0228532757229,0.0175192857044,0.00355338586141,0.162780466344,0.153846153846,0.0833333333333,0.0,0.503114,-0.122271,-0.12051,0.010507,0.327068,0.621986,0.357668,0.130502,-0.307791,0.345916,0.168056,0.690599,-0.583363,0.545225,0.683654,-0.00158,0.0597,-0.421053,-0.045819,-0.790102,0.246215,0.841794,0.30929,-0.619298,-0.026512,0.020555,0.222656,0.103936,0.340257,0.172934,-0.110933,0.223541,-0.49392,0.389785,0.256714,-0.128489,-0.414312,0.412715,0.381471,0.613207,0.340484,0.413857,-0.00585,-0.753917,0.058157,0.062072,0.051267,0.939251,-0.246642,-0.528233
0.22399445215,0.0374739970282,0.191666666667,0.453125,0.17747440273,0.141666666667,1.0,0.243386243386,0.0205223880597,0.0216559514823,0.0161116707837,0.00352137652556,0.106027276727,0.153846153846,0.0833333333333,0.0,0.021096,0.106775,-0.459085,-0.287321,0.209043,-0.434112,0.086082,-0.255956,-0.064064,0.339797,0.32762,-0.186399,-0.188479,-0.265032,0.045619,-0.989621,0.403117,0.194873,-0.070648,-0.576777,0.725968,0.238887,0.459082,0.272065,-0.229836,-0.44638,-0.156495,0.112316,-0.399674,-0.057301,0.406608,-0.130206,-0.667754,0.102831,0.104891,-0.134181,-0.366496,0.515719,-0.026506,-0.530142,-0.455071,-0.000908,0.056463,0.395714,-0.011974,0.012415,0.153985,-0.517167,0.444204,-0.531619
0.195561719834,0.0170579494799,0.520833333333,0.34375,0.392491467577,0.0395833333333,0.984293193717,0.253968253968,0.205223880597,0.151435487649,0.184866759588,0.176331597534,0.610206775187,0.461538461538,0.0,0.0,0.033394,-1.081096,-0.04653,-0.632577,0.386159,0.051081,0.136612,-0.131704,-0.212646,0.530903,-0.440645,0.41035,0.380126,0.851415,0.253013,-0.070451,0.099109,-0.285404,0.49352,-0.145814,0.363366,0.089522,-0.0163,-0.107259,-1.054414,-0.876441,0.254071,0.066079,-0.619463,-0.249032,0.259692,-0.581744,-1.047139,0.315215,-0.252529,-0.636717,0.406947,0.286742,0.673071,0.163757,-0.280171,0.143852,-0.202632,0.028481,0.660576,0.155878,0.403596,0.403019,0.005076,-0.713855
0.223300970874,0.0,0.2,0.671875,0.167235494881,0.208333333333,1.0,0.0952380952381,0.0149253731343,0.0188448423957,0.0222596359521,0.0033782451198,0.0791904971403,0.615384615385,0.166666666667,0.2,0.758849,-0.653316,0.943847,-0.612217,-0.38448,0.035849,0.514455,-0.030944,0.242681,0.186134,-0.230337,0.065878,-0.108972,0.015454,0.072478,0.424733,-0.314311,-0.48744,0.463223,-0.000387,-0.123873,-0.776055,-0.00277,-0.355353,0.512548,0.311241,0.068074,-0.446629,-0.569223,0.507477,0.063135,0.556808,-0.03351,-0.462745,0.496866,-0.886261,-0.523532,0.376296,0.721856,0.729079,-0.265298,0.237167,-0.019877,0.233729,-0.286056,-0.126406,-0.306872,-0.916072,0.460519,0.602922
0.207350901526,0.0,0.520833333333,0.390625,0.116040955631,0.0,1.0,0.415343915344,0.0373134328358,0.0231916499649,0.0096118018851,0.00368390787053,0.0281566212055,0.153846153846,0.0,0.0,-0.946957,0.046895,-0.03453,0.191717,-0.166515,-1.156201,-0.111027,0.120391,-0.417435,-0.061987,-0.016994,-0.447862,-0.676473,-0.611078,0.377207,-0.423951,-0.033777,0.914365,-0.314284,0.157689,0.46548,-0.071286,0.313278,-0.140124,-0.040635,0.535183,0.393668,-0.177612,0.099579,-0.699343,-0.073149,-0.62558,0.168135,-0.112196,-0.08869,0.36545,-0.024757,-0.139564,-0.559272,-0.133484,-0.281441,-0.176838,0.376797,0.483452,-0.111267,0.468672,0.091413,0.672247,0.479993,-0.038396
0.157420249653,0.0130460624071,0.716666666667,0.140625,0.160409556314,0.295833333333,1.0,0.222222222222,0.00186567164179,0.00900596059242,0.00342243627782,0.00165783964108,0.0611526616806,0.230769230769,0.0,0.1,-0.17223,-0.464776,0.269199,0.373134,-0.65776,0.369914,0.131774,0.320774,-0.329879,-0.380719,0.444332,0.106537,-0.205862,0.09556,0.17842,0.227411,0.119199,-0.226683,0.078854,-0.189156,0.349739,-0.267337,-0.460963,0.461929,-0.355922,-0.176092,-0.417037,0.288839,0.168896,0.995788,-0.010642,0.523942,-0.726774,0.803506,-0.49179,0.128403,0.101568,-0.265759,0.136715,-0.143152,0.753307,-0.4361,-0.209151,-0.134743,0.062295,0.325651,0.202044,0.185624,-0.01527,-0.225882
0.263522884882,0.00855869242199,0.5375,0.28125,0.146757679181,0.160416666667,0.931937172775,0.47619047619,0.0,0.000937036362217,0.000641706802092,7.20853776702e-05,0.0277166739991,0.461538461538,0.0,0.0,-1.154993,0.366712,-0.00705,-0.484241,0.238888,-0.555865,-0.254071,0.326304,-0.269691,-0.306234,0.08415,-0.443077,-0.103451,0.256055,0.246738,-0.859038,-0.200289,1.211955,-0.111391,1.217287,-0.103025,0.646138,0.212944,-0.032931,-0.503381,0.096949,0.188858,0.31312,0.682661,0.104256,0.023083,-1.316107,0.456445,1.089185,0.192923,0.180836,-0.416517,-0.335997,0.050456,-0.016399,-0.231749,-0.378879,0.677501,0.269408,0.185761,0.458523,0.408125,0.970198,-0.023968,0.867268
0.136615811373,0.0153046062407,0.5375,0.4375,0.225255972696,0.258333333333,1.0,0.291005291005,0.0485074626866,0.0633800983888,0.0499979299781,0.0205036664391,0.0281566212055,0.461538461538,0.166666666667,0.2,0.160535,-0.517005,-0.131099,-0.122317,-0.026159,-0.397327,-0.339295,0.512194,-0.581308,-0.449685,-0.111427,-0.716151,0.738877,0.722777,0.080189,-0.433997,0.082089,0.032467,0.239716,-0.342096,0.232662,0.158902,0.331854,0.03496,-0.877574,-0.288148,0.745969,0.183529,0.686217,-0.89646,0.520309,-0.700311,-1.079785,0.266451,0.226053,-0.647228,0.223408,1.037847,0.63464,-0.034152,0.197745,-0.34735,-0.12109,-0.426908,-0.367147,0.033489,0.206044,-0.322914,0.488886,-0.933225
