len_answer_content,len_user_intro,len_question_content,user_exp,len_user_edu,num_user_interst,num_user_followed,num_question_tags,num_user_saved,num_user_thanks,num_user_agrees,num_user_helped,num_user_recommend,ac_qc_overlap,ac_qt_overlap,ac_ui_overlap,qc_qt_overlap,qc_ui_overlap,qt_ui_overlap,s2v_0,s2v_1,s2v_2,s2v_3,s2v_4,s2v_5,s2v_6,s2v_7,s2v_8,s2v_9,s2v_10,s2v_11,s2v_12,s2v_13,s2v_14,s2v_15,s2v_16,s2v_17,s2v_18,s2v_19,s2v_20,s2v_21,s2v_22,s2v_23,s2v_24,s2v_25,s2v_26,s2v_27,s2v_28,s2v_29,s2v_30,s2v_31,s2v_32,s2v_33,s2v_34,s2v_35,s2v_36,s2v_37,s2v_38,s2v_39,s2v_40,s2v_41,s2v_42,s2v_43,s2v_44,s2v_45,s2v_46,s2v_47,s2v_48,s2v_49,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49
0.15,0.0,0.275675675676,0.522388059701,0.12,0.0281690140845,1.0,0.444444444444,0.00186567164179,0.0147326773908,0.0222941363178,0.0037524067518,0.108380592313,0.0,0.2,0.0,0.363636363636,0.0,0.0,0.499309055588,0.496641102967,0.552856302693,0.501438251013,0.493720925238,0.55985183117,0.544476436753,0.472839523333,0.471403554104,0.501561109241,0.500473225147,0.42966740484,0.589856650188,0.498410072639,0.49356190639,0.541726204001,0.613381701953,0.47438545755,0.540336816806,0.514234968543,0.565109102541,0.499697351583,0.480882670032,0.47811853764,0.479061268452,0.412281058125,0.48526544711,0.504276371558,0.589783644281,0.491002922743,0.49064218797,0.578703693063,0.600313766718,0.389960038598,0.436751278816,0.459616242226,0.411996276284,0.424306569389,0.522980157622,0.612524987808,0.642552401857,0.568884196066,0.506280747246,0.54093910231,0.386420646297,0.48306444694,0.590623921046,0.481199921203,0.471523541407,0.509547057829,0.0366265924368,0.115336703815,0.685960843168,0.178749319557,0.0188163222205,0.052130669639,0.0168653990762,0.0113731606254,0.0168653990762,0.034190597325,0.0350173026672,0.015468415719,0.117344911325,0.0154451549434,0.040117528461,0.0154451549434,0.014935203075,0.243379419506,0.0643124013008,0.15665144886,0.0123834724521,0.0192294346257,0.0182492243403,0.0165309792657,0.0496397357113,0.0407051331892,0.0210167600973,0.0389711329793,0.0172782154244,0.0265956871664,0.025855325456,0.0167637567579,0.0372931688649,0.0353966398663,0.0248528352869,0.0182264463059,0.0584299665472,0.203613707165,0.0412903268859,0.0817786557928,0.0448167889667,0.0157548326913,0.0330901168785,0.0713435970903,0.0690737773416,0.0124154241176,0.0134782703748,0.0355819565571,0.0122256853027,0.257108381618
0.0528301886792,0.0785340314136,0.594594594595,0.507462686567,0.0872727272727,0.239436619718,1.0,0.222222222222,0.0391791044776,0.0859232651361,0.100354663759,0.0660066443036,0.0957781978576,0.166666666667,0.2,0.0769230769231,0.272727272727,0.25,0.142857142857,0.515213395642,0.457619081345,0.559318620257,0.454956736442,0.471088114119,0.571394706274,0.519453176944,0.54485136941,0.464460945377,0.52819681506,0.616276198705,0.55024395478,0.474711932206,0.634304395845,0.485435254206,0.499606840476,0.614484845913,0.490350996445,0.595803996032,0.496788825696,0.528219762423,0.502450990784,0.468273453224,0.396782082023,0.464014445789,0.41011513492,0.494013629577,0.523047030391,0.526889843901,0.583908514599,0.503868996154,0.514448655704,0.530934201114,0.432908469304,0.429285452088,0.43190043554,0.369978399026,0.41292992196,0.446429050212,0.601993363591,0.545994193512,0.459209959984,0.534150664874,0.539739341607,0.399506874388,0.516423482715,0.461669172054,0.489580215486,0.525617938835,0.483498241929,0.031897621615,0.0329677164019,0.0221721726846,0.0117962799453,0.0165736347721,0.0464619066613,0.0148925537231,0.00990473724311,0.0148925537231,0.0511563085744,0.142488957033,0.0136589837611,0.106735136369,0.0378032036613,0.0353359841992,0.0136384439359,0.0645896883177,0.0550045215095,0.0118451628572,0.113493465609,0.0966362422491,0.0171383986225,0.0958906954571,0.0145972529733,0.00987724128337,0.0141539463213,0.199771066639,0.0118835614119,0.0656588001427,0.730860678415,0.144186937368,0.0145993371027,0.0564706961106,0.0529608013069,0.113478606209,0.0162444766755,0.137057715123,0.0804637681159,0.463781568694,0.0265472683712,0.0390303569443,0.0135730040094,0.0294918506221,0.0141958435593,0.0240182615829,0.0109356495097,0.0329891025275,0.0115507370565,0.0106471898646,0.303754699995
0.100943396226,0.151832460733,0.616216216216,0.268656716418,0.218181818182,0.760563380282,1.0,0.444444444444,0.0261194029851,0.0351658076943,0.0429115548625,0.0229046664249,0.0277252678009,0.166666666667,0.2,0.0769230769231,0.363636363636,0.5,0.714285714286,0.463366712053,0.47343995416,0.467915229395,0.479090909995,0.446288756483,0.564213663034,0.508837611948,0.57283889647,0.43921689893,0.572271880071,0.511444068622,0.526089302054,0.509245476535,0.533440635206,0.484380670375,0.525806109302,0.636609105181,0.428173171821,0.469482012579,0.543155118564,0.515452063506,0.579081769442,0.49311035426,0.446001164374,0.522534690549,0.384103472465,0.530817956178,0.558216772175,0.546816342076,0.60923959656,0.563923954063,0.506744272342,0.563633949667,0.455338599087,0.41078684482,0.48610946917,0.427993571719,0.398185483239,0.52432643006,0.585797316872,0.605541678887,0.449584201246,0.494451048438,0.488807150486,0.426028323112,0.488869349757,0.483973579233,0.500719356008,0.434854024991,0.627230283702,0.0532261048416,0.00922180723985,0.0343731005744,0.0182875500174,0.00663311824013,0.122722423725,0.0237904303662,0.00339607866117,0.00614808874632,0.0046480174566,0.0123442778201,0.0056388344074,0.0597082341452,0.0864137086903,0.014142206254,0.00563035495716,0.0389482309773,0.00959715003033,0.067112892702,0.0928549916539,0.00366545675123,0.00787006389592,0.0784532367441,0.0233186958299,0.00395308031219,0.0219425956739,0.10333989816,0.555499215872,0.0238733335151,0.00969515421663,0.252842946419,0.0243612472625,0.018975763273,0.0324285075502,0.00615567911041,0.0251835054007,0.0239137332487,0.00914728682171,0.298373504479,0.0748734270288,0.0651281746268,0.0039022386527,0.624921235453,0.00568147603965,0.0372350573287,0.0705417450155,0.0331117040685,0.018600167394,0.00365064649503,0.148990170807
0.0603773584906,0.0465386852821,0.172972972973,0.492537313433,0.0836363636364,0.0140845070423,1.0,0.288888888889,0.00932835820896,0.0132489978656,0.0206243186178,0.00249667902476,0.0775047258979,0.0,0.2,0.0,0.0,0.0,0.0,0.511921791864,0.454652048346,0.534551506448,0.487587812542,0.420118647886,0.542108329946,0.515085687576,0.461389188466,0.480175736256,0.521619666485,0.595965214778,0.473216537064,0.530169042706,0.531101182232,0.533102287077,0.54094458817,0.651610731611,0.473662466433,0.610597293231,0.549946221955,0.528733644356,0.532242967695,0.458281214367,0.432507146189,0.439169868247,0.394244879056,0.509471005373,0.505814391568,0.52395033937,0.542671055088,0.524010735829,0.511333753693,0.562441744521,0.455936953213,0.432009458725,0.459211251713,0.409817744663,0.425959409583,0.516310305072,0.619102189163,0.575018373656,0.482319199651,0.506461001338,0.501441515763,0.401643071633,0.470046852548,0.478206585538,0.505820591799,0.553553366862,0.538944658873,0.0542211456412,0.0582574772432,0.0838945137744,0.0185903881749,0.0271604387565,0.0732218024825,0.0599053414469,0.0434085442676,0.0242055442867,0.0452890457958,0.0505457598657,0.0876860382707,0.0608244557666,0.0875541795666,0.0579076857879,0.0875541795666,0.3012637796,0.0329365156429,0.0520838778574,0.0303379276526,0.0183543270064,0.0648478450786,0.0256325328134,0.0237255785595,0.0403723031247,0.0848047372027,0.031112717136,0.0520809476259,0.0582677056755,0.0944670039246,0.0918372635398,0.024816671063,0.0193305075985,0.0189451402364,0.286782226791,0.0256005391952,0.0820696818053,0.118274509804,0.157594976584,0.043504968383,0.0663457198736,0.0238725188165,0.0464777839797,0.0232637767691,0.0378516624041,0.0179210561145,0.0193442721985,0.0189290454828,0.0466624203368,0.151084043849
0.125471698113,0.134962187318,0.372972972973,0.313432835821,0.0,0.0845070422535,1.0,0.377777777778,0.0783582089552,0.130095267843,0.151339304197,0.110744116547,0.246376811594,0.166666666667,0.2,0.153846153846,0.272727272727,0.25,0.142857142857,0.484525307339,0.44295412728,0.569310573533,0.532003032643,0.498861654385,0.619927109645,0.552639960464,0.471698632594,0.471572178383,0.475904432048,0.591167932098,0.519861227434,0.461737808179,0.654864108593,0.533859878426,0.49858212713,0.600091362949,0.461086481743,0.616465426362,0.554083982727,0.477642793344,0.537123999558,0.546170724023,0.404376744715,0.417946352121,0.413629038592,0.523076278419,0.498429568545,0.539031856475,0.566700295559,0.474830817699,0.521426220084,0.533972698502,0.448673129721,0.405027674689,0.414931801236,0.418014066638,0.506600067883,0.484148966875,0.582221249284,0.583240683929,0.506439876261,0.533968614229,0.454910632579,0.415481433937,0.48054807175,0.445282878557,0.464400125463,0.527511629077,0.535785396238,0.0302895711555,0.0311459963413,0.0212522897519,0.03006744106,0.0158110260105,0.0445342870471,0.0399376582895,0.0285462476389,0.014221702708,0.0301932747826,0.0838278615037,0.0838013069226,0.172276346813,0.0130240856378,0.220691737076,0.0365744870651,0.163165321622,0.0200323427209,0.0802109983367,0.110298789575,0.0311516439323,0.070940489176,0.0673243351656,0.0139397040964,0.00942275614196,0.0360768775205,0.0173805043842,0.011284477047,0.0147604665488,0.0224267421415,0.0218024341074,0.0702895796914,0.0547508266063,0.252658675939,0.0651041316084,0.0155705230195,0.0499156623228,0.0255367231638,0.173128241125,0.0253257391331,0.0370627248689,0.0412711342252,0.028268287626,0.0135426449806,0.405003406515,0.029721262752,0.114122230786,0.0110192487376,0.0101104345303,0.0358677924813
0.0537735849057,0.0116346713205,0.227027027027,0.0,0.0,0.30985915493,0.578947368421,0.111111111111,0.0,0.00478942162528,0.00273242896375,0.000711478869326,0.0327662255829,0.0,0.2,0.0769230769231,0.0909090909091,0.25,0.285714285714,0.469780338153,0.413953274185,0.506385764781,0.515289020991,0.498105235564,0.594510015327,0.473315643979,0.432769892477,0.443581292029,0.522366455818,0.581227742678,0.428337799131,0.625983626405,0.576753075128,0.466852903531,0.529321763812,0.656566110852,0.457269076872,0.572311279963,0.530527538651,0.472688541334,0.536073022691,0.544067013029,0.434424052318,0.448291132289,0.394515179338,0.502128242053,0.545307321441,0.625392237116,0.538204217145,0.544781686897,0.506963646026,0.597766512041,0.36860866514,0.430724137301,0.494131149038,0.330497862616,0.434468289873,0.497127500012,0.581825235699,0.661673713741,0.519747802691,0.61912998955,0.453357117296,0.389101169848,0.45569728171,0.557923043009,0.500868056386,0.505074097375,0.562360386471,0.0406649462326,0.0428999987125,0.0683849053613,0.474748608536,0.0548852868149,0.0569715687165,0.0185501308752,0.124439943708,0.0485945146239,0.0821656637346,0.038581440008,0.0170135989503,0.126405238949,0.0169880145909,0.0442007778925,0.0169880145909,0.016581920119,0.103291940287,0.0151148160392,0.023604982005,0.0381935795599,0.0210150965592,0.0501649209576,0.0181823049362,0.0123551602722,0.0173555625113,0.023334013963,0.0151498563655,0.0188826854549,0.029252404608,0.0284380860994,0.0186120854238,0.040172614801,0.0145187741565,0.0277919769737,0.0501023068828,0.257378065254,0.0343234323432,0.208217715738,0.197327537632,0.226000860956,0.0176180279765,0.0909607480698,0.0177571770642,0.0740787368318,0.0136790930278,0.0148246524316,0.0382514472527,0.0135736578921,0.0467842886603
0.105660377358,0.00814426992437,0.572972972973,0.462686567164,0.105454545455,0.183098591549,1.0,0.288888888889,0.00746268656716,0.0206673954917,0.0125719332625,0.00315003138309,0.0749842470069,0.166666666667,0.2,0.0769230769231,0.454545454545,0.25,0.142857142857,0.53102971338,0.453388873393,0.557300152253,0.512625347628,0.488061414489,0.56297921545,0.508861875778,0.485091970348,0.451540357989,0.548237254345,0.671323177928,0.450838566613,0.534551683467,0.589127132309,0.483415444807,0.477123994724,0.596647008076,0.535761429998,0.58184381351,0.496727105482,0.482041890097,0.498057787766,0.487336411692,0.412037133348,0.474437998391,0.464882359792,0.500680920129,0.570945882306,0.535413611196,0.571081390695,0.498952719051,0.524567937272,0.547060130492,0.424968052217,0.413680825042,0.493348967216,0.427381620935,0.499690700241,0.512714672572,0.556523733029,0.499385320585,0.527388740337,0.534988457151,0.572416157433,0.38358164441,0.503285829681,0.5183752875,0.500901286856,0.546623712825,0.496198466641,0.205192295255,0.0283072726696,0.155133896524,0.0105442491604,0.0146226790242,0.0415305437458,0.0131763386599,0.0269900820644,0.0378469301934,0.0472638805847,0.183788645191,0.0120849250661,0.09750549474,0.0120667522465,0.0311764294349,0.0120667522465,0.0836711360565,0.0505680857403,0.0103109701911,0.0465784220575,0.0294509373365,0.041467942526,0.0145384706362,0.254729113312,0.0254282694553,0.0126516780975,0.0159426649115,0.0544136807199,0.0372601721328,0.05968225899,0.0580208445256,0.0397827117285,0.052070813151,0.0103128267127,0.104496406362,0.064089706959,0.284911717496,0.42406504065,0.231319824801,0.158187733639,0.17871623729,0.038958935492,0.0713582635998,0.0125247881169,0.0214690169871,0.0651624712427,0.0105300950311,0.029736567717,0.0684916685232,0.0332313359674
0.118867924528,0.244134186543,0.545945945946,0.492537313433,0.283636363636,0.577464788732,1.0,0.6,0.119402985075,0.0840231141652,0.11144998137,0.0331953443129,0.482041587902,0.333333333333,0.4,0.0769230769231,0.636363636364,0.5,0.285714285714,0.547273524118,0.408538001776,0.434583358719,0.442276524104,0.397515300478,0.499081480857,0.49465721623,0.480499789728,0.411283543213,0.565333689983,0.576055818027,0.579910763517,0.536232014482,0.52378508653,0.530892298282,0.521952411089,0.510492596207,0.430664063075,0.479814435583,0.517598563579,0.461381976173,0.505948344512,0.537086644558,0.405126563139,0.391139310207,0.466208402059,0.410361439388,0.434701742683,0.610641563491,0.599804989458,0.512909877456,0.582251724024,0.481419211844,0.46841851952,0.40846368794,0.55182473977,0.395902201114,0.425752373233,0.589515919167,0.620255692338,0.560259712777,0.450284500616,0.543088213718,0.462736940446,0.451827121965,0.485188540632,0.526055316821,0.581932234704,0.516545810418,0.608598336968,0.14605613066,0.0115588030068,0.011361678545,0.0060447635273,0.0496789151178,0.236473484001,0.00700869077656,0.0453528358442,0.0440145780768,0.019287054409,0.0141649259692,0.00642815163091,0.0643364701364,0.00641848523748,0.0162280295006,0.00641848523748,0.00530090427191,0.058539806263,0.0213379799788,0.00986453842937,0.215083062274,0.00878222349674,0.0641698014288,0.00686971718748,0.154959613925,0.00725290166795,0.00745941202282,0.0213666285549,0.00789108741029,0.0110522701833,0.237670570538,0.0059499070327,0.0204466543787,0.0634129131907,0.00765706425928,0.00832415139214,0.145866773676,0.0860162601626,0.0646546094165,0.113265913147,0.0701765329674,0.0253169629663,0.0151124985012,0.510969294312,0.0397917125193,0.00502219046318,0.0499619402539,0.0932595042531,0.0191436340593,0.15767208342
0.0660377358491,0.291254605391,0.518918918919,0.134328358209,0.123636363636,0.450704225352,1.0,0.377777777778,0.00746268656716,0.0217346035712,0.0289458068256,0.00512396461906,0.0491493383743,0.0,0.2,0.230769230769,0.363636363636,0.0,0.142857142857,0.514596008342,0.501035984165,0.498289795056,0.472687154133,0.459608556702,0.620336543541,0.478698309676,0.418767952472,0.487603139784,0.457149709026,0.586013884553,0.475786631218,0.465820661013,0.54107844214,0.480912371326,0.506899765927,0.669046063332,0.401257421914,0.582005281879,0.530369635158,0.521563421837,0.504586613687,0.471292469578,0.452146238411,0.447463144797,0.486246374103,0.566046459006,0.562200609668,0.507266618916,0.594297885969,0.439578995093,0.50735055072,0.53928126287,0.415913019048,0.487640650373,0.514928465332,0.375478714054,0.499744341477,0.552366938098,0.622783167891,0.572474817844,0.510752313386,0.503932054388,0.533503426912,0.424071583445,0.487220634331,0.460341228401,0.498364056776,0.554595129626,0.547546043718,0.0237517902469,0.0237395082161,0.0175123616671,0.00931711671502,0.0388433512343,0.102752293578,0.0804597701149,0.00737532234497,0.0344827586207,0.0260693153001,0.26682123502,0.242469879518,0.0266443967231,0.115789473684,0.0270995930892,0.0315789473684,0.0770946131096,0.0165070980522,0.0293576234607,0.0152047396844,0.00801430374422,0.0379022277228,0.0128464934501,0.0337990085624,0.0231491255644,0.0313019966722,0.0452484476179,0.0293780351404,0.012162954279,0.0181257231007,0.0176211453744,0.0108710422612,0.0477584278639,0.00899629564297,0.0154824656413,0.105209763084,0.0411316211878,0.44,0.0267761513745,0.14593632805,0.0290630086027,0.00981472145982,0.0232937006974,0.0108869638906,0.0189704675964,0.0773587519602,0.0459291379015,0.0999227493443,0.265435187884,0.0289890377588
0.12358490566,0.100833818111,0.464864864865,0.507462686567,0.163636363636,0.535211267606,1.0,0.422222222222,0.0167910447761,0.0641886615649,0.0380470032982,0.00738778989702,0.27284183995,0.166666666667,0.2,0.0769230769231,0.636363636364,0.25,0.285714285714,0.473221210547,0.438083296683,0.525586781023,0.518962470218,0.430942844256,0.587034846951,0.559109757295,0.459689844519,0.43409419253,0.517766800125,0.597509900419,0.431332616024,0.558040320632,0.529042619125,0.45884556938,0.519975590305,0.617967103681,0.496697840325,0.500052632478,0.632260623474,0.529747747334,0.502167670964,0.491035227139,0.392029011069,0.478564242885,0.440026921691,0.516457595088,0.543993965377,0.543185874916,0.560619560615,0.537429068404,0.483997085573,0.550846194698,0.398585347407,0.470028452582,0.533054424404,0.365209857312,0.39329722954,0.484916733302,0.580639791757,0.58370777038,0.517939815185,0.584452335967,0.415838371035,0.399121593425,0.512872984431,0.580688777814,0.468044001924,0.44136237791,0.538719670164,0.206351827894,0.0151712180321,0.0131857781964,0.281924990483,0.0091236615978,0.0846195358877,0.0281721884156,0.00502678832767,0.0678386297048,0.0212984602125,0.14285381099,0.0258386487125,0.124821162061,0.0257997936017,0.0675215586868,0.0257997936017,0.00660116452776,0.0124288738275,0.00598665262728,0.0114482745859,0.0215810009321,0.0101921956902,0.0495723511957,0.00817361644973,0.0457469117251,0.00841734364295,0.0092891332341,0.34254941659,0.0280463416316,0.0757015494204,0.0431890818001,0.0509276356282,0.0227202867087,0.022049744223,0.217581128295,0.00966058082838,0.22259465584,0.0538562091503,0.0718440892958,0.0146140720666,0.0198084348829,0.0721276530055,0.0537125333728,0.0464373838608,0.0437436664576,0.0952779662937,0.00666422785238,0.100636979537,0.0371411525109,0.0210312626878
